"MimosaID","Project","InterviewDate","ReintegrationDate","InterviewType","BusinessSucess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","TrainingType","TrainingStart","TrainingEnd","TimeToReceiveSupport","ReceivedSupportAs","BusinessType","BusinessMembers","MicroBusinessLevel","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","SupportDuration","TrainingDuration"
"DZ1020001838","JI","2021/12/09 00:00:00","2020/12/29 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",3,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Autre","1+","Non","Oui",345,0
"NE1019X022604","JI","2021/12/09 00:00:00",NA,"Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","None",NA,NA,12,"En nature","Autre","Moi et d'autres","Unknown","Oui","Non","0","Oui","Oui",120,0
"NE1019X022606","JI","2021/12/09 00:00:00","2021/06/24 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","Other/Unknown","2020/01/10 00:00:00","2020/01/10 00:00:00",4,"En espèces","Agriculture/aviculture","Moi et d'autres","Not individual","Oui","Non","0","Oui","Oui",168,0
"DZ1020001767","JI","2021/12/09 00:00:00",NA,"Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Autre","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"NE1019X022651","JI","2021/12/09 00:00:00","2021/08/12 00:00:00","Par téléphone","Low","Low","No","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","36+",5,"Non","Other/Unknown","2020/01/10 00:00:00","2020/01/10 00:00:00",8,"En espèces","Agriculture/aviculture","Moi et d'autres","Not individual","Oui","Non","0","Oui","Non",119,0
"NE1019X022668","JI","2021/12/09 00:00:00","2020/02/10 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",0,"Non","Other/Unknown","2019/10/04 00:00:00","2019/10/04 00:00:00",8,"En nature","Commerce","Moi et d'autres","Not individual","Oui","Non","0","Oui","Oui",668,0
"NE1019X022786","JI","2021/12/10 00:00:00",NA,"Par téléphone","Low","Low","No","Identique","Oui","OK","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","None",NA,NA,16,"En nature","Autre","Moi et d'autres","Unknown","Oui","Non","0","Non","Oui",120,0
"NE1019X023077","JI","2021/12/10 00:00:00","2021/05/31 00:00:00","Par téléphone","Low","Low","No","Identique","N/A (retour non volontaire)","OK","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","None",NA,NA,12,"En nature","Agriculture/aviculture","Moi et d'autres","Not individual","Oui","Non","0","Non","Non",193,0
"NE1019X023421","JI","2021/12/10 00:00:00","2021/05/29 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","None",NA,NA,52,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",195,0
"NE1019X023600","JI","2021/12/10 00:00:00","2021/04/08 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","None",NA,NA,52,"En espèces","Autre","Moi uniquement","Individual","Non","Non","0","Oui","Oui",246,0
"DZ1020001850","JI","2021/12/10 00:00:00","2021/03/02 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Autre","1+","Non","Oui",283,0
"DZ1020001851","JI","2021/12/10 00:00:00",NA,"Par téléphone","Low","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Autre","Moi uniquement","Unknown","Non","Non","0","Non","Non",120,0
"DZ1020002066","JI","2021/12/10 00:00:00",NA,"Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Autre","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"DZ1020002597","JI","2021/12/10 00:00:00","2021/09/29 00:00:00","Par téléphone","Low","High","No","Pire","Partiellement","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Agriculture/aviculture","Moi uniquement","Individual","Non","Non","0","Non","Oui",72,0
"NE1019X023156","JI","2021/12/10 00:00:00","2020/05/05 00:00:00","Par téléphone","Low","Low","Yes","Identique","Non","OK","Côte D'Ivoire","Algerie","Masculin","14-35",3,"Non","Business/management","2019/08/12 00:00:00","2019/08/31 00:00:00",8,"En nature","Commerce","Moi et d'autres","Not individual","Oui","Non","0","Non","Non",584,19
"NE1019X023422","JI","2021/12/10 00:00:00","2018/10/15 00:00:00","Par téléphone","Low","Low","No","Identique","Partiellement","OK","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","Other/Unknown","2018/10/15 00:00:00","2018/10/15 00:00:00",16,"En nature","Autre","Moi et d'autres","Not individual","Non","Non","0","Non","Oui",120,0
"LY10210007366","JI","2021/11/04 00:00:00",NA,"Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",10,"Non","None",NA,NA,26,"En nature","Elevage","Moi uniquement","Unknown","Non","Autre","1+","Oui","Oui",120,0
"LY1020007501","JI","2021/11/03 00:00:00","2021/07/26 00:00:00","Terrain/bureau OIM","High","High","Yes","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",4,"Non","None",NA,NA,25,"En nature","Autre","Moi uniquement","Individual","Non","Autre","1","Non","Oui",100,0
"LY1018003983","JI","2021/11/04 00:00:00","2021/07/22 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",6,"Non","None",NA,NA,24,"En nature","Autre","Moi uniquement","Individual","Non","Autre","1+","Oui","Oui",105,0
"LY1020004774","JI","2021/11/04 00:00:00","2021/04/26 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",3,"Non","None",NA,NA,24,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Oui",192,0
"LY1018002871","JI","2021/11/04 00:00:00","2021/07/30 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","None",NA,NA,16,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Oui",97,0
"LY1019002074","JI","2021/11/04 00:00:00","2021/09/15 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","None",NA,NA,12,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",50,0
"CH5018X035704","JI","2021/12/13 00:00:00","2021/02/19 00:00:00","Par téléphone","High","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",297,0
"CH5018X035706","JI","2021/12/13 00:00:00","2021/03/18 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",270,0
"CH5018X035710","JI","2021/12/13 00:00:00","2021/02/26 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","36+",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",290,0
"CH5019X007141","JI","2021/12/13 00:00:00","2020/07/29 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",502,0
"CH5019X007171","JI","2021/12/13 00:00:00","2021/02/17 00:00:00","Par téléphone","High","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",299,0
"CH5019X007172","JI","2021/12/13 00:00:00","2021/10/25 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","None",NA,NA,16,"En nature","Agriculture/aviculture","Moi et d'autres","Not individual","Non","Autre","1+","Non","Non",49,0
"CH5019X007176","JI","2021/12/14 00:00:00","2020/10/09 00:00:00","Par téléphone","High","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Autre","Moi uniquement","Individual","Non","Non","0","Non","Oui",431,0
"CH5019X007187","JI","2021/12/14 00:00:00","2020/07/17 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","Business/management","2022/03/31 00:00:00","2022/03/31 00:00:00",16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",515,0
"CH5019X034117","JI","2021/12/14 00:00:00","2021/10/25 00:00:00","Par téléphone","Low","Low","No","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Lybie","Masculin","36+",1,"Non","None",NA,NA,16,"En nature","Commerce","Moi et d'autres","Not individual","Non","Autre","0","Non","Non",50,0
"CH5019X034120","JI","2021/12/14 00:00:00","2021/10/25 00:00:00","Par téléphone","Low","Low","No","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","None",NA,NA,16,"En nature","Commerce","Moi et d'autres","Not individual","Oui","Non","0","Oui","Non",50,0
"AR-034401-1","JI","2021/12/14 00:00:00","2020/08/28 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Autre","1","Non","Oui",473,0
"AZ-006376-1","JI","2021/12/14 00:00:00","2020/12/15 00:00:00","Par téléphone","Low","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",364,0
"AR-034428-1","JI","2021/12/14 00:00:00","2020/08/28 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Autre","Moi uniquement","Individual","Non","Non","0","Non","Oui",473,0
"AR-034458-1","JI","2021/12/14 00:00:00","2021/05/20 00:00:00","Par téléphone","High","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Autre","Moi uniquement","Individual","Non","Autre","1+","Oui","Oui",208,0
"CH5018X035717","JI","2021/12/15 00:00:00","2021/03/16 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Lybie","Masculin","36+",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",274,0
"AR-034465-1","JI","2021/12/15 00:00:00","2020/12/29 00:00:00","Par téléphone","Low","Low","No","Identique","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Not individual","Non","Autre","1+","Non","Oui",351,0
"AR-034537-1","JI","2021/12/15 00:00:00","2020/12/15 00:00:00","Par téléphone","Low","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",365,0
"AR-034622-1","JI","2021/12/15 00:00:00","2020/12/16 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",0,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",364,0
"MA1021003546","JI","2021/12/15 00:00:00","2021/09/01 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Oui","Non","0","Non","Oui",105,0
"ML1019001855","JI","2021/12/15 00:00:00","2018/09/22 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Féminin","14-35",2,"Non","None",NA,NA,16,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Non",120,0
"ML1019002150","JI","2021/12/15 00:00:00","2021/03/17 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Transport","Moi uniquement","Not individual","Oui","Non","0","Oui","Oui",273,0
"ML1019002883","JI","2021/12/15 00:00:00","2021/02/27 00:00:00","Par téléphone","Low","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",291,0
"MA1021003097","JI","2021/12/15 00:00:00","2021/09/29 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Agriculture/aviculture","Moi uniquement","Individual","Non","Non","0","Oui","Oui",77,0
"NE1019X023602","JI","2021/12/16 00:00:00","2021/08/05 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","OK","Côte D'Ivoire","Algerie","Masculin","36+",0,"Non","None",NA,NA,156,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",133,0
"MA1021003131","JI","2021/12/16 00:00:00","2021/07/21 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Agriculture/aviculture","Moi et d'autres","Individual","Non","Autre","1+","Non","Oui",148,0
"NE1019X023607","JI","2021/12/16 00:00:00","2021/10/25 00:00:00","Par téléphone","Low","Low","No","Identique","Oui","OK","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","None",NA,NA,12,"En nature","Commerce","Moi et d'autres","Not individual","Oui","Non","0","Non","Non",52,0
"NE1019X023615","JI","2021/12/16 00:00:00",NA,"Par téléphone","Low","Low","Yes","Identique","N/A (retour non volontaire)","Pas du tout satisfait","Côte D'Ivoire","Niger","Masculin","14-35",4,"Non","None",NA,NA,16,"En nature","Autre","Moi et d'autres","Unknown","Oui","Non","0","Non","Non",120,0
"MA1021003208","JI","2021/12/16 00:00:00","2021/11/10 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",36,0
"MA1021003211","JI","2021/12/01 00:00:00",NA,"Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Autre","Moi uniquement","Unknown","Oui","Non","0","Non","Oui",120,0
"NE1019X023740","JI","2021/12/16 00:00:00","2021/09/30 00:00:00","Par téléphone","Low","Low","Yes","Identique","Non","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",5,"Non","None",NA,NA,156,"En nature","Commerce","Moi et d'autres","Not individual","Non","Non","0","Non","Non",77,0
"MA1021003341","JI","2021/12/16 00:00:00","2021/11/10 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","36+",2,"Non","None",NA,NA,16,"En espèces","Autre","Moi uniquement","Individual","Non","Autre","0","Non","Oui",36,0
"CH5018X035703","JI","2021/12/16 00:00:00","2021/02/24 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Oui",295,0
"MA1021002919","JI","2021/12/16 00:00:00","2021/08/18 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",120,0
"MA1021002825","JI","2021/12/16 00:00:00","2021/10/01 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"Non","Business/management","2022/04/14 00:00:00","2022/05/18 00:00:00",16,"En espèces","Autre","Moi uniquement","Individual","Non","Non","0","Non","Oui",76,34
"MA1021002700","JI","2021/12/16 00:00:00","2021/07/14 00:00:00","Par téléphone","Low","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Elevage","Moi et d'autres","Individual","Oui","Autre","1+","Oui","Oui",155,0
"MA1021002702","JI","2021/12/16 00:00:00",NA,"Par téléphone","High","High","No","Pire","Oui","Très satisfait","Autre","Maroc","Féminin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"MA1021002719","JI","2021/12/16 00:00:00","2021/07/14 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","36+",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Oui","Non","0","Non","Oui",155,0
"MA1021002273","JI","2021/12/16 00:00:00","2021/07/14 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Autre","Moi et d'autres","Individual","Non","Autre","1+","Non","Oui",155,0
"MA1021002332","JI","2021/12/16 00:00:00","2021/10/06 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","36+",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Oui","Non","0","Non","Oui",71,0
"MA1021002381","JI","2021/12/16 00:00:00","2021/07/14 00:00:00","Par téléphone","Low","Low","No","Pire","Partiellement","Satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","None",NA,NA,16,"En espèces","Autre","Moi uniquement","Individual","Non","Non","0","Oui","Oui",155,0
"MA1021001930","JI","2021/12/17 00:00:00","2021/06/23 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",177,0
"ML1019X004211","JI","2021/12/16 00:00:00",NA,"Par téléphone","Low","Low","No","Identique","Oui","Pas du tout satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","None",NA,NA,16,"En nature","Autre","Moi et d'autres","Unknown","Non","Non","0","Non","Non",120,0
"MA1021001961","JI","2021/12/17 00:00:00","2021/09/29 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","36+",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",79,0
"MA1021001964","JI","2021/12/17 00:00:00","2021/07/21 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"Non","None",NA,NA,12,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",149,0
"MA1021001975","JI","2021/12/17 00:00:00","2021/06/30 00:00:00","Par téléphone","High","High","Yes","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"Non","None",NA,NA,16,"En espèces","Autre","Moi et d'autres","Not individual","Oui","Autre","1+","Oui","Oui",170,0
"MA1021001986","JI","2021/12/17 00:00:00","2021/06/30 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","36+",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",170,0
"MA1021001997","JI","2021/12/17 00:00:00","2021/09/02 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","36+",2,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",106,0
"NE1019X019827","JI","2021/12/27 00:00:00","2021/09/01 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","14-35",0,"Non","None",NA,NA,12,"En espèces","Agriculture/aviculture","Moi uniquement","Individual","Non","Autre","1+","Non","Oui",117,0
"NE1019X021129","JI","2021/12/27 00:00:00","2021/04/15 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",1,"Non","None",NA,NA,52,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",256,0
"CH5017X029278","JI","2021/12/27 00:00:00",NA,"Par téléphone","Low","Low","No","Identique","Oui","Pas satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",1,"Non","None",NA,NA,16,"En espèces","Elevage","Moi et d'autres","Unknown","Non","Autre","0","Non","Non",120,0
"CH5017X029363","JI","2021/12/27 00:00:00",NA,"Par téléphone","Low","Low","No","Identique","Non","Pas satisfait","Côte D'Ivoire","Niger","Masculin","36+",2,"Non","None",NA,NA,16,"En espèces","Autre","Moi et d'autres","Unknown","Oui","Autre","0","Non","Non",120,0
"CH5017X031018","JI","2021/12/22 00:00:00",NA,"Par téléphone","Low","Low","No","Identique","Oui","Pas satisfait","Côte D'Ivoire","Lybie","Féminin","14-35",0,"Non","None",NA,NA,16,"En espèces","Autre","Moi et d'autres","Unknown","Oui","Autre","0","Non","Non",120,0
"CH5019X030896","JI","2022/01/18 00:00:00","2020/10/30 00:00:00","Par téléphone","Low","Low","No","Pire","Non","Pas satisfait","Autre","Autre","Masculin","14-35",2,"Non","None",NA,NA,16,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Non",445,0
"TN1021002056","JI","2022/02/10 00:00:00","2021/10/20 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Masculin","14-35",9,"Non","None",NA,NA,8,"En espèces","Agriculture/aviculture","Moi uniquement","Individual","Non","Autre","1","Non","Oui",113,0
"TN1021001811","JI","2022/02/10 00:00:00","2021/10/20 00:00:00","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Féminin","36+",4,"Non","None",NA,NA,8,"En espèces","Autre","Moi uniquement","Individual","Non","Non","0","Non","Oui",113,0
"TN1021002294","JI","2022/02/10 00:00:00","2021/11/03 00:00:00","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Féminin","14-35",5,"Non","None",NA,NA,4,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",99,0
"NE1019X021342","JI","2021/12/09 00:00:00","2021/04/29 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","36+",2,"Non","None",NA,NA,150,"En espèces","Commerce","Moi uniquement","Individual","Non","Autre","1+","Non","Oui",224,0
"MA1018001916","JI","2022/02/10 00:00:00","2021/09/24 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",1,"Non","None",NA,NA,150,"En espèces","Commerce","Moi uniquement","Individual","Oui","Non","0","Non","Oui",139,0
"DZ1021062297D1E7B8","JI","2022/03/10 00:00:00","2022/02/12 00:00:00","Par téléphone","Low","Low","No","Mieux","Partiellement","OK","Burkina Faso","Algerie","Masculin","14-35",3,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Autre","1","Non","Non",26,0
"LY1020BA0BDF99AC70","JI","2022/03/10 00:00:00","2022/02/15 00:00:00","Terrain/bureau OIM","Low","Low","No","Pire","Non","Satisfait","Burkina Faso","Lybie","Masculin","14-35",3,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Autre","1","Non","Non",23,0
"NE1019X037437X1","JI","2022/03/10 00:00:00","2021/09/28 00:00:00","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Algerie","Masculin","14-35",2,"Non","None",NA,NA,112,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Non",163,0
"NE1021X049140X1","JI","2022/03/11 00:00:00","2022/02/12 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Burkina Faso","Niger","Masculin","36+",1,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",27,0
"NE1021X049612X1","JI","2022/03/11 00:00:00","2022/02/05 00:00:00","Terrain/bureau OIM","Low","Low","No","Pire","Non","Satisfait","Burkina Faso","Niger","Féminin","14-35",0,"Non","None",NA,NA,8,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",34,0
"LY102033A6658F9BE3","JI","2022/03/11 00:00:00","2022/02/05 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Burkina Faso","Lybie","Masculin","36+",2,"Non","None",NA,NA,160,"En espèces","Commerce","Moi uniquement","Individual","Non","Autre","1","Non","Non",34,0
"NE1021X049134X1","JI","2022/03/11 00:00:00","2022/02/12 00:00:00","Terrain/bureau OIM","Low","Low","No","Identique","Oui","Satisfait","Burkina Faso","Niger","Masculin","36+",2,"Non","None",NA,NA,12,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Non",27,0
"NE1021X050236","JI","2022/03/11 00:00:00","2021/11/04 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Non","Très satisfait","Sénégal","Niger","Masculin","14-35",0,"Non","None",NA,NA,4,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Oui",127,0
"MA102100038","SMP","2022/03/12 00:00:00",NA,"Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Sénégal","Maroc","Féminin","14-35",3,"Non","None",NA,NA,4,"En nature","Commerce","Moi et d'autres","Unknown","Non","Autre","1","Non","Oui",120,0
"112222","SMP","2022/03/12 00:00:00",NA,"Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Sénégal","Niger","Féminin","36+",1,"Non","None",NA,NA,52,"En nature","Commerce","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
