"MimosaID","Project","InterviewDate","ReintegrationDate","InterviewType","BusinessSucess","BusinessProfitability","WouldMigrateAgain","SituationWithoutSupport","ReturningWasGoodDecision","SatisfiedWithReintegrationSupport","Country","CountryOfReturn","Gender","AgeGroup","MigrationDuration","Disabled","TrainingType","TrainingStart","TrainingEnd","TimeToReceiveSupport","ReceivedSupportAs","BusinessType","BusinessMembers","MicroBusinessLevel","ReceivedIOMBusinessAdvice","BusinessHasEmployees","EmployeeNumber","CoronaImpactOnBusiness","FirstChoice","SupportDuration","TrainingDuration"
"NF1019X028910","JI","2021/05/27 00:00:00",NA,"Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Niger","Masculin","36+",2,"Non","None",NA,NA,60,"En nature","Autre","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"NE1020X01594","JI","2021/05/27 00:00:00",NA,"Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",0,"Non","None",NA,NA,32,"En espèces","Commerce","Moi uniquement","Unknown","Non","Autre","1","Non","Oui",120,0
"MA1019002459","JI","2021/05/27 00:00:00","2021/03/29 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",0,"Non","None",NA,NA,41,"En espèces","Commerce","Moi et d'autres","Individual","Non","Non","0","Non","Oui",59,0
"CH5020X005170","JI","2021/05/27 00:00:00","2021/03/02 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",5,"Non","None",NA,NA,36,"En espèces","Transport","Moi uniquement","Individual","Non","Autre","1","Non","Oui",86,0
"DZ1020001804","JI","2021/05/27 00:00:00","2021/02/09 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",4,"Non","None",NA,NA,22,"En espèces","Autre","Moi uniquement","Individual","Non","Autre","1+","Non","Oui",107,0
"MA1020003024","JI","2021/05/27 00:00:00","2020/12/21 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","None",NA,NA,28,"En espèces","Transport","Moi uniquement","Individual","Non","Non","0","Non","Oui",157,0
"TN1019001676","JI","2021/05/27 00:00:00","2020/05/22 00:00:00","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Féminin","14-35",2,"Non","None",NA,NA,38,"En espèces","Commerce","Moi et d'autres","Individual","Non","Non","0","Non","Oui",370,0
"CH5020X005117","JI","2021/05/28 00:00:00","2020/12/16 00:00:00","Terrain/bureau OIM","High","Low","Yes","Pire","Oui","OK","Côte D'Ivoire","Maroc","Masculin","14-35",1,"Non","None",NA,NA,32,"En espèces","Commerce","Moi et d'autres","Individual","Non","Non","0","Non","Oui",163,0
"NE1019X000162","JI","2021/05/29 00:00:00","2021/02/09 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",1,"Non","None",NA,NA,62,"En espèces","Elevage","Moi et d'autres","Individual","Non","Autre","1","Non","Oui",109,0
"TN1018001494","JI","2021/05/30 00:00:00","2021/03/17 00:00:00","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Féminin","36+",5,"Non","None",NA,NA,68,"En espèces","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Oui",74,0
"NE1020X021378","JI","2021/05/30 00:00:00","2021/03/19 00:00:00","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",3,"Non","None",NA,NA,36,"En espèces","Autre","Moi uniquement","Individual","Non","Non","0","Non","Oui",72,0
"NE1020X003170","JI","2021/05/30 00:00:00","2020/06/11 00:00:00","Terrain/bureau OIM","Low","Low","No","Identique","Oui","OK","Côte D'Ivoire","Niger","Masculin","36+",3,"Non","None",NA,NA,48,"En espèces","Agriculture/aviculture","Moi uniquement","Individual","Non","Autre","0","Non","Oui",353,0
"CH5018X021549","JI","2021/05/30 00:00:00","2021/03/25 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",2,"Non","None",NA,NA,65,"En espèces","Autre","Moi uniquement","Individual","Non","Autre","1","Non","Oui",66,0
"NE1019001195","JI","2021/05/30 00:00:00",NA,"Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",3,"Non","Other/Unknown","2020/11/30 00:00:00","2021/02/12 00:00:00",62,"En espèces","Autre","Moi uniquement","Unknown","Oui","Non","0","Non","Oui",120,74
"MA1020003635","JI","2021/05/30 00:00:00","2021/03/20 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",1,"Non","None",NA,NA,16,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",71,0
"ML1020003717","JI","2021/05/30 00:00:00","2021/01/28 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Masculin","14-35",1,"Non","None",NA,NA,40,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",122,0
"NE1019X001268","JI","2021/05/31 00:00:00","2021/01/29 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",0,"Non","None",NA,NA,60,"En espèces","Agriculture/aviculture","Moi uniquement","Individual","Non","Non","0","Non","Oui",122,0
"TN1019001597","JI","2021/05/31 00:00:00","2020/06/29 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Féminin","36+",10,"Non","None",NA,NA,54,"En espèces","Commerce","Moi et d'autres","Not individual","Non","Non","0","Non","Oui",336,0
"NE1020X001331","JI","2021/05/31 00:00:00","2020/10/10 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",2,"Non","None",NA,NA,40,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",233,0
"MA1020003081","JI","2021/05/31 00:00:00","2020/12/31 00:00:00","Terrain/bureau OIM","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",3,"Non","None",NA,NA,16,"En espèces","Elevage","Moi uniquement","Individual","Non","Autre","1","Non","Oui",151,0
"MA1019001113","JI","2021/05/31 00:00:00","2020/07/20 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",3,"Non","None",NA,NA,64,"En espèces","Autre","Moi uniquement","Individual","Non","Autre","1","Non","Oui",315,0
"MA1020003321","JI","2021/05/31 00:00:00","2020/12/22 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","None",NA,NA,18,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",160,0
"NE1020X015786","JI","2021/05/31 00:00:00","2020/06/03 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",0,"Non","None",NA,NA,32,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",362,0
"NE1020X012761","JI","2021/05/31 00:00:00","2020/06/02 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","36+",0,"Non","None",NA,NA,38,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",363,0
"MA1020003244","JI","2021/05/31 00:00:00","2021/03/25 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"Non","None",NA,NA,48,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",67,0
"DZ1020002616","JI","2021/05/31 00:00:00","2021/02/25 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",2,"Non","None",NA,NA,4,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",95,0
"LY1020007575","JI","2021/06/04 00:00:00","2021/03/31 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",2,"Non","None",NA,NA,24,"En nature","Transport","Moi uniquement","Individual","Non","Non","0","Non","Oui",65,0
"CH5019X030870","JI","2021/06/08 00:00:00","2021/04/07 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",1,"Non","None",NA,NA,96,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",62,0
"NE1019X066159","JI","2021/06/05 00:00:00","2021/03/29 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",0,"Non","None",NA,NA,64,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",68,0
"CH5019X030876","JI","2021/06/07 00:00:00","2021/04/12 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Ghana","Lybie","Féminin","14-35",11,"Non","None",NA,NA,80,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",56,0
"LY1020004207","JI","2021/06/06 00:00:00","2021/04/12 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Autre","Lybie","Masculin","14-35",2,"Non","None",NA,NA,32,"En nature","Transport","Moi uniquement","Individual","Non","Non","0","Non","Oui",55,0
"NE 1019x003127","JI","2021/06/09 00:00:00",NA,"Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",2,"Non","None",NA,NA,6,"En nature","Elevage","Moi uniquement","Unknown","Oui","Non","0","Non","Oui",120,0
"CH5017X019608","JI","2021/06/07 00:00:00","2021/03/03 00:00:00","Par téléphone","High","High","No","Mieux","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",4,"Non","None",NA,NA,144,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",96,0
"LY2010004157","JI","2021/06/09 00:00:00",NA,"Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Ghana","Autre","Masculin","36+",8,"Non","None",NA,NA,12,"En nature","Agriculture/aviculture","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"LY1020004217","JI","2021/06/07 00:00:00","2021/03/02 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",2,"Non","None",NA,NA,16,"En nature","Commerce","Moi uniquement","Individual","Non","Autre","1","Non","Oui",97,0
"LY1018002858","JI","2021/06/08 00:00:00","2021/04/22 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"Non","None",NA,NA,24,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Oui",47,0
"NE1019X003127","JI","2021/06/09 00:00:00","2021/04/05 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","36+",0,"Non","None",NA,NA,96,"En nature","Agriculture/aviculture","Moi uniquement","Individual","Oui","Non","0","Non","Oui",65,0
"LY1020004159","JI","2021/06/09 00:00:00","2020/12/17 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","36+",5,"Non","None",NA,NA,12,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Oui",174,0
"LY1020004371","JI","2021/06/05 00:00:00","2021/05/26 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",0,"Non","None",NA,NA,28,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",10,0
"LY1020004286","JI","2021/06/05 00:00:00","2021/03/02 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",14,"Non","None",NA,NA,24,"En nature","Transport","Moi uniquement","Individual","Non","Non","0","Non","Oui",95,0
"LY1017002221","JI","2021/06/09 00:00:00","2021/04/21 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",2,"Non","None",NA,NA,160,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",49,0
"NE1019X037502","JI","2021/06/10 00:00:00","2020/03/03 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",2,"Non","None",NA,NA,72,"En nature","Agriculture/aviculture","Moi uniquement","Not individual","Non","Autre","1","Non","Oui",464,0
"NE101X9X027822","JI","2021/06/11 00:00:00",NA,"Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",1,"Non","None",NA,NA,16,"En nature","Elevage","Moi uniquement","Unknown","Non","Autre","1","Non","Oui",120,0
"NE1019X067176","JI","2021/06/11 00:00:00","2020/03/05 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Ghana","Niger","Féminin","14-35",1,"Non","None",NA,NA,24,"En nature","Autre","Moi uniquement","Individual","Non","Non","0","Oui","Oui",463,0
"CH5018X012666","JI","2021/06/11 00:00:00","2021/02/25 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"Non","None",NA,NA,144,"En nature","Autre","Moi uniquement","Individual","Non","Autre","1+","Oui","Oui",106,0
"TN1020001938","JI","2021/06/09 00:00:00","2021/03/10 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Féminin","14-35",4,"Non","None",NA,NA,10,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",91,0
"CITH155893","JI","2021/06/09 00:00:00","2021/03/09 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","36+",2,"Non","None",NA,NA,170,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",92,0
"16AK43823","JI","2021/06/09 00:00:00",NA,"Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Masculin","36+",3,"Non","None",NA,NA,155,"En espèces","Autre","Moi uniquement","Unknown","Non","Autre","1","Non","Oui",120,0
"DZ1020002637","JI","2021/06/09 00:00:00","2021/03/17 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Algerie","Masculin","14-35",6,"Non","None",NA,NA,13,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",84,0
"CIN-181227-12","JI","2021/06/09 00:00:00","2021/03/16 00:00:00","Par téléphone","High","Low","Yes","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Masculin","14-35",2,"Non","None",NA,NA,150,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",85,0
"CITI19397","JI","2021/06/09 00:00:00",NA,"Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","36+",2,"Non","None",NA,NA,155,"En espèces","Commerce","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"MA1020002758","JI","2021/06/09 00:00:00","2021/03/15 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",2,"Non","None",NA,NA,28,"En espèces","Commerce","Moi uniquement","Individual","Non","Autre","1","Non","Oui",86,0
"0518-284","JI","2021/06/09 00:00:00","2021/03/18 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Masculin","14-35",4,"Non","None",NA,NA,145,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",83,0
"MA/19/2038","JI","2021/06/09 00:00:00","2021/03/18 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",3,"Non","None",NA,NA,100,"En espèces","Agriculture/aviculture","Moi uniquement","Individual","Non","Autre","1","Non","Oui",83,0
"MA/20/0208","JI","2021/06/09 00:00:00","2021/03/25 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Masculin","14-35",4,"Non","None",NA,NA,53,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",76,0
"2019TUN1337","JI","2021/06/10 00:00:00","2021/05/25 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Autre","Masculin","14-35",5,"Non","None",NA,NA,12,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",16,0
"AR-010362-1","JI","2021/06/10 00:00:00",NA,"Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",0,"Non","None",NA,NA,145,"En espèces","Transport","Moi uniquement","Unknown","Non","Non","0","Non","Oui",120,0
"CITIC0506","JI","2021/06/10 00:00:00","2021/05/19 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",1,"Non","None",NA,NA,150,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",22,0
"MA1021001025","JI","2021/06/10 00:00:00","2021/05/19 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","36+",2,"Non","None",NA,NA,20,"En espèces","Autre","Moi uniquement","Individual","Non","Non","0","Non","Oui",22,0
"MA1020003607","JI","2021/06/10 00:00:00","2021/03/17 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","14-35",2,"Non","None",NA,NA,36,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",85,0
"MA1020003605","JI","2021/06/10 00:00:00","2021/02/15 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Maroc","Féminin","36+",2,"Non","None",NA,NA,36,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",115,0
"AR-021715-1","JI","2021/06/10 00:00:00","2021/04/01 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Niger","Masculin","14-35",1,"Non","None",NA,NA,60,"En espèces","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",70,0
"CITH140750","JI","2021/06/10 00:00:00","2021/04/09 00:00:00","Par téléphone","Low","Low","No","Pire","Oui","Très satisfait","Côte D'Ivoire","Lybie","Masculin","14-35",1,"Non","Other/Unknown","2018/01/01 00:00:00","2018/01/01 00:00:00",155,"En espèces","Agriculture/aviculture","Moi uniquement","Individual","Oui","Autre","1","Non","Oui",62,0
"CH5017X032514","JI","2021/06/12 00:00:00","2020/11/16 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",5,"Non","None",NA,NA,128,"En nature","Commerce","Moi uniquement","Individual","Non","Autre","1","Non","Oui",208,0
"LY1020001600","JI","2021/06/15 00:00:00",NA,"Par téléphone","High","Low","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",7,"Oui","None",NA,NA,20,"En nature","Autre","Moi uniquement","Unknown","Non","Autre","1","Non","Oui",120,0
"CH5019X030865X1","JI","2021/06/15 00:00:00","2021/04/12 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",1,"Non","None",NA,NA,72,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",64,0
"NE1019X059476X1","JI","2021/06/15 00:00:00","2021/12/08 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",6,"Non","None",NA,NA,84,"En nature","Transport","Moi uniquement","Individual","Non","Autre","1","Non","Oui",120,0
"CH5018X008553X1","JI","2021/06/16 00:00:00","2021/02/16 00:00:00","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","36+",1,"Non","None",NA,NA,132,"En nature","Autre","Moi uniquement","Individual","Non","Autre","1","Oui","Oui",120,0
"NE1020X007689","JI","2021/06/16 00:00:00","2021/04/23 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","36+",0,"Non","None",NA,NA,48,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",54,0
"NE1019X061376","JI","2021/06/16 00:00:00","2021/02/17 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",0,"Non","None",NA,NA,68,"En nature","Agriculture/aviculture","Moi uniquement","Individual","Non","Non","0","Non","Oui",119,0
"LY1020004189","JI","2021/06/16 00:00:00","2021/03/02 00:00:00","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","None",NA,NA,20,"En nature","Autre","Moi uniquement","Individual","Non","Non","0","Non","Oui",106,0
"LY1020004161","JI","2021/06/16 00:00:00","2021/03/03 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",6,"Non","None",NA,NA,20,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",105,0
"LY1020004169","JI","2021/06/11 00:00:00","2021/03/02 00:00:00","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",2,"Non","None",NA,NA,22,"En nature","Transport","Moi uniquement","Individual","Non","Non","0","Non","Oui",101,0
"NE1019X067174","JI","2021/06/16 00:00:00","2021/03/16 00:00:00","Par téléphone","High","High","No","Pire","Oui","Satisfait","Ghana","Niger","Masculin","14-35",0,"Non","None",NA,NA,54,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Oui","Oui",92,0
"NE1019X061385","JI","2021/06/17 00:00:00","2021/04/12 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",0,"Non","None",NA,NA,68,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Non","Oui",66,0
"LY1020004285","JI","2021/06/16 00:00:00","2021/03/02 00:00:00","Par téléphone","High","Low","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",7,"Oui","None",NA,NA,32,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",106,0
"GH1020002277","JI","2021/06/16 00:00:00","2020/11/19 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",2,"Non","None",NA,NA,88,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",209,0
"LY1018004510","JI","2021/06/11 00:00:00","2020/11/19 00:00:00","Par téléphone","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"Non","None",NA,NA,88,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",204,0
"CH5018X008528","JI","2021/06/14 00:00:00","2021/04/15 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",4,"Non","None",NA,NA,120,"En nature","Autre","Moi uniquement","Individual","Non","Autre","1+","Oui","Oui",60,0
"CH5018X008527","JI","2021/06/14 00:00:00","2021/06/14 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","Other/Unknown","2019/09/30 00:00:00","2019/09/30 00:00:00",110,"En nature","Autre","Moi et d'autres","Not individual","Non","Non","0","Oui","Oui",0,0
"CH5018X008529","JI","2021/06/14 00:00:00",NA,"Terrain/bureau OIM","High","Low","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","Other/Unknown","2019/08/08 00:00:00","2019/08/08 00:00:00",110,"En nature","Autre","Moi et d'autres","Unknown","Non","Non","0","Oui","Oui",120,0
"CH5018X012784","JI","2021/06/14 00:00:00","2021/06/14 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",4,"Non","Other/Unknown","2019/09/30 00:00:00","2019/09/30 00:00:00",56,"En nature","Autre","Moi et d'autres","Not individual","Non","Non","0","Oui","Oui",0,0
"LY1018002863","JI","2021/06/14 00:00:00","2021/06/14 00:00:00","Terrain/bureau OIM","High","Low","Yes","Mieux","Oui","Satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","Other/Unknown","2019/09/30 00:00:00","2019/09/30 00:00:00",56,"En nature","Autre","Moi et d'autres","Not individual","Non","Non","0","Oui","Oui",0,0
"CH5018X008610","JI","2021/06/14 00:00:00","2019/02/01 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",3,"Non","Other/Unknown","2019/09/30 00:00:00","2019/09/30 00:00:00",48,"En nature","Commerce","Moi uniquement","Not individual","Oui","Non","0","Oui","Non",864,0
"LY1018002865","JI","2021/06/14 00:00:00","2019/02/01 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","14-35",2,"Non","Other/Unknown","2019/09/30 00:00:00","2019/09/30 00:00:00",30,"En nature","Commerce","Moi uniquement","Not individual","Non","Non","0","Oui","Oui",864,0
"LY1020007467","JI","2021/06/14 00:00:00","2021/03/29 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Masculin","36+",6,"Oui","None",NA,NA,15,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",77,0
"NE1019X059473","JI","2021/06/14 00:00:00","2021/04/16 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Niger","Masculin","14-35",2,"Non","None",NA,NA,58,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Non",59,0
"EG1020003511","JI","2021/06/15 00:00:00","2021/04/16 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Autre","Masculin","14-35",2,"Non","None",NA,NA,15,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",60,0
"NE1019X071192X1","JI","2021/06/21 00:00:00","2021/02/25 00:00:00","Terrain/bureau OIM","High","Low","No","Pire","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",2,"Oui","None",NA,NA,40,"En nature","Elevage","Moi uniquement","Individual","Non","Non","0","Non","Non",116,0
"NE1020X007032X1","JI","2021/06/21 00:00:00","2021/04/28 00:00:00","Terrain/bureau OIM","Low","Low","No","Identique","N/A (retour non volontaire)","Satisfait","Burkina Faso","Niger","Masculin","14-35",3,"Non","None",NA,NA,52,"En nature","Commerce","Moi uniquement","Individual","Oui","Non","0","Non","Oui",54,0
"LY1020007716","JI","2021/06/15 00:00:00","2021/06/11 00:00:00","Terrain/bureau OIM","High","High","No","Pire","Oui","Très satisfait","Ghana","Lybie","Féminin","36+",2,"Non","None",NA,NA,56,"En nature","Commerce","Moi uniquement","Individual","Non","Non","0","Oui","Oui",4,0
